1	1
2	1
3	1
4	1
5	0
6	0
7	1
8	1
9	1
10	1
11	1
12	1
13	0
14	1
15	1
16	1
17	1
18	1
19	1
20	0
21	1
22	0
23	0
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	0
33	1
34	1
35	0
36	1
37	1
38	1
39	1
40	1
41	0
42	0
43	0
44	0
45	0
46	1
47	0
48	1
49	1
50	1
51	0
52	0
53	0
54	0
55	1
56	1
57	0
58	1
59	0
60	0
61	1
62	1
63	0
64	1
65	1
66	1
67	1
68	1
69	0
70	1
71	0
72	1
73	1
74	1
75	1
76	0
77	1
78	0
79	1
80	1
81	0
82	0
83	1
84	1
85	1
86	0
87	0
88	1
89	1
90	0
91	0
92	0
93	0
94	1
95	1
96	0
97	0
98	1
99	0
100	1
101	1
102	1
103	1
104	1
105	1
106	0
107	1
108	1
109	1
110	1
111	0
112	1
113	0
114	1
115	1
116	1
117	0
118	1
119	0
120	0
121	1
122	1
123	1
124	1
125	1
126	1
127	1
128	1
129	1
130	1
131	1
132	1
133	0
134	0
135	0
136	0
137	0
138	1
139	1
140	1
141	1
142	0
143	1
144	1
145	1
146	0
147	1
148	0
149	1
150	0
151	1
152	1
153	1
154	1
155	0
156	1
157	1
158	1
159	1
160	1
161	1
162	0
163	1
164	1
165	0
166	1
167	0
168	1
169	1
170	0
171	0
172	1
173	1
174	1
175	1
176	0
177	1
178	0
179	1
180	0
181	1
182	1
183	1
184	0
185	1
186	0
187	0
188	0
189	1
190	1
191	0
192	0
193	1
194	0
195	1
196	1
197	1
198	0
199	0
200	1
201	1
202	0
203	0
204	1
205	0
206	1
207	1
208	0
209	1
210	0
211	0
212	1
213	1
214	1
215	0
216	0
217	1
218	0
219	1
220	1
221	1
222	1
223	1
224	1
225	0
226	1
227	1
228	0
229	1
230	0
231	1
232	0
233	1
234	0
235	1
236	0
237	1
238	1
239	0
240	0
241	1
242	0
243	1
244	1
245	0
246	1
247	0
248	1
249	0
250	1
251	1
252	0
253	0
254	0
255	1
256	1
257	1
258	0
259	1
260	1
261	1
262	0
263	1
264	1
265	1
266	0
267	0
268	0
269	1
270	1
271	0
272	0
273	0
274	1
275	1
276	1
277	1
278	1
279	1
280	1
281	1
282	1
283	0
284	0
285	1
286	1
287	1
288	0
289	1
290	1
291	1
292	1
293	1
294	1
295	1
296	1
297	1
298	1
299	0
300	1
301	0
302	0
303	1
304	1
305	1
306	0
307	1
308	1
309	1
310	1
311	1
312	1
313	1
314	1
315	0
316	0
317	1
318	0
319	0
320	0
321	1
322	1
323	1
324	1
325	0
326	0
327	1
328	1
329	1
330	1
331	1
332	0
333	0
334	1
335	0
336	0
337	0
338	1
339	1
340	1
341	0
342	1
343	1
344	1
345	1
346	0
347	1
348	1
349	1
350	0
351	1
352	0
353	1
354	1
355	1
356	0
357	1
358	1
359	1
360	1
361	1
362	0
363	1
364	1
365	1
366	1
367	0
368	1
369	0
370	0
371	0
372	1
373	1
374	1
375	0
376	0
377	1
378	1
379	1
380	1
381	1
382	1
383	1
384	1
385	1
386	1
387	1
388	0
389	1
390	0
391	0
392	1
393	0
394	1
395	1
396	0
397	1
398	1
399	0
400	0
401	1
402	1
403	1
404	0
405	1
406	1
407	1
408	0
409	0
410	1
411	1
412	0
413	1
414	1
415	1
416	0
417	1
418	1
419	1
420	0
421	0
422	1
423	1
424	1
425	1
426	1
427	0
428	1
429	1
430	0
431	1
432	0
433	1
434	1
435	1
436	1
437	1
438	1
439	1
440	1
441	1
442	1
443	1
444	1
445	1
446	0
447	0
448	0
449	0
450	0
451	1
452	0
453	1
454	0
455	0
456	1
457	1
458	1
459	1
460	0
461	1
462	0
463	0
464	1
465	1
466	0
467	1
468	0
469	1
470	1
471	1
472	1
473	0
474	1
475	0
476	0
477	0
478	1
479	1
480	1
481	1
482	1
483	1
484	1
485	1
486	0
487	1
488	1
489	1
490	1
491	1
492	1
493	0
494	0
495	1
496	1
497	1
498	1
499	1
500	1
501	0
502	1
503	1
504	1
505	1
506	1
507	1
508	1
509	1
510	1
511	1
512	1
513	1
514	1
515	1
516	1
517	1
518	0
519	1
520	0
521	1
522	0
523	1
524	1
525	0
526	1
527	1
528	1
529	1
530	0
531	1
532	1
533	0
534	1
535	1
536	1
537	1
538	1
539	1
540	1
541	1
542	1
543	1
544	0
545	1
546	0
547	1
548	1
549	1
550	0
551	1
552	1
553	0
554	0
555	0
556	1
557	1
558	0
559	1
560	1
561	1
562	1
563	1
564	1
565	0
566	0
567	1
568	0
569	1
570	0
571	1
572	1
573	0
574	1
575	1
576	1
577	0
578	0
579	1
580	0
581	1
582	1
583	0
584	1
585	0
586	1
587	1
588	1
589	0
590	0
591	1
592	1
593	1
594	1
595	0
596	1
597	1
598	1
599	1
600	1
601	0
602	1
603	0
